CompanyID,Name,Industry,Sector,Notes,Headquarters,Name_One,Name_Two,Label
383,Petcetera,Consumer services,Speciality retailers,Pet stores,Richmond,Petcetera,Petcetera Warehouse Canada Inc.,0
384,Petro-Canada,Oil & gas,Integrated oil & gas,"Retail gasoline chain and refiner, owned by Suncor Energy",Calgary,Petro-Canada,Petro-Canada Products Inc.,1
384,Petro-Canada,Oil & gas,Integrated oil & gas,"Retail gasoline chain and refiner, owned by Suncor Energy",Calgary,Petro-Canada,Petro-Canada Oil and Gas,0
385,Pharmasave,Consumer services,Drug retailers,Pharmacy chain,Langley,Pharmasave,PharmaCorp Holdings Inc.,1
385,Pharmasave,Consumer services,Drug retailers,Pharmacy chain,Langley,Pharmasave,Pharmace,0
386,Pharmascience,Health care,Pharmaceuticals,Pharmaceuticals,Montreal,Pharmascience,Laboratoire Pharmascience,1
386,Pharmascience,Health care,Pharmaceuticals,Pharmaceuticals,Montreal,Pharmascience,"PharmaScience Labs, Inc",0
387,Pizza Nova,Consumer services,Restaurants & bars,Pizza chain,Toronto,Pizza Nova,Nova Take Out Inc.,1
387,Pizza Nova,Consumer services,Restaurants & bars,Pizza chain,Toronto,Pizza Nova,Pizza Mario,0
388,Pizza Pizza,Consumer services,Restaurants & bars,Pizza chain,Toronto,Pizza Pizza,PPL Corporation,1
388,Pizza Pizza,Consumer services,Restaurants & bars,Pizza chain,Toronto,Pizza Pizza,Pizza Nova,0
389,Pollard Banknote,Industrials,Business support services,Printing,Winnipeg,Pollard Banknote,Pollard Holdings Ltd.,1
389,Pollard Banknote,Industrials,Business support services,Printing,Winnipeg,Pollard Banknote,POLLARD LUMBER COMPANY LIMITED,0
390,Porter Airlines,Consumer services,Airlines,Regional airline,Toronto,Porter Airlines,PDL Operations Inc.,1
390,Porter Airlines,Consumer services,Airlines,Regional airline,Toronto,Porter Airlines,Porter Escapes Inc.,0
391,PotashCorp,Basic materials,General mining,"Potash mining, defunct 2018",Saskatoon,PotashCorp,PCS,1
391,PotashCorp,Basic materials,General mining,"Potash mining, defunct 2018",Saskatoon,PotashCorp,Potash Ridge Corporation,0
392,Power Corporation of Canada,Conglomerate,-,"Financials, energy, media",Montreal,Power Corporation of Canada,PCC,1
392,Power Corporation of Canada,Conglomerate,-,"Financials, energy, media",Montreal,Power Corporation of Canada,Power Corp Incorporated,0
393,Prairie Plant Systems,Health care,Pharmaceuticals,Pharmaceuticals,Saskatoon,Prairie Plant Systems,CMEDTSX,1
393,Prairie Plant Systems,Health care,Pharmaceuticals,Pharmaceuticals,Saskatoon,Prairie Plant Systems,Prairie Agricultural Systems Inc.,0
394,Pratt & Whitney Canada,Industrials,Aerospace,Aerospace,Longueuil,Pratt & Whitney Canada,PWC Inc.,1
394,Pratt & Whitney Canada,Industrials,Aerospace,Aerospace,Longueuil,Pratt & Whitney Canada,Pratt Canada Ltd,0
395,Precision Drilling,Oil & gas,Oil equipment & services,Oil well services,Calgary,Precision Drilling,Precision Industries Ltd.,1
395,Precision Drilling,Oil & gas,Oil equipment & services,Oil well services,Calgary,Precision Drilling,Precision Industries Ltd.,0
397,Prevost Car,Industrials,Commercial vehicles & trucks,Bus manufacturer wholly owned by Volvo AB,Sainte-Claire,Prevost Car,Carrosserie Prevost Inc.,1
397,Prevost Car,Industrials,Commercial vehicles & trucks,Bus manufacturer wholly owned by Volvo AB,Sainte-Claire,Prevost Car,Prevost Construction Ltd.,0
398,Priszm,Consumer services,Restaurants & bars,Restaurant holdings,Vaughan,Priszm,Yum! Canada Operations Limited,1
398,Priszm,Consumer services,Restaurants & bars,Restaurant holdings,Vaughan,Priszm,Prism Resources Inc.,0
399,Pronto Airways,Consumer services,Airlines,"Airline, defunct 2015",Saskatoon,Pronto Airways,2099201 Alberta Inc.,1
399,Pronto Airways,Consumer services,Airlines,"Airline, defunct 2015",Saskatoon,Pronto Airways,Prontair Inc.,0
400,Protecode,Technology,Software,Open source and security software,Kanata,Protecode,Pncode Technologies Inc.,1
400,Protecode,Technology,Software,Open source and security software,Kanata,Protecode,Proteon,0
401,PsyMontréal,Health Care,Training services,Psychology services,Montreal,PsyMontréal,PsyMontreal Limited,1
401,PsyMontréal,Health Care,Training services,Psychology services,Montreal,PsyMontréal,Psycothèque Montréal,0
402,Pultronics,Technology,Semiconductors,Semiconductors and software,Montreal,Pultronics,Pultronics Semiconductors Limited,1
402,Pultronics,Technology,Semiconductors,Semiconductors and software,Montreal,Pultronics,Pulmatrix Inc.,0
403,Purolator Courier,Industrials,Delivery services,"Point to point package delivery, owned by Canada Post",Mississauga,Purolator Courier,Purolator Canada Ltd.,1
403,Purolator Courier,Industrials,Delivery services,"Point to point package delivery, owned by Canada Post",Mississauga,Purolator Courier,Purelator Inc.,0
404,Quebecor,Industrials,Business support services,Printing and media,Montreal,Quebecor,Quebecor Printing Inc.,1
404,Quebecor,Industrials,Business support services,Printing and media,Montreal,Quebecor,Quebec Society for Educational Resources,0
405,Quester Tangent Corporation,Technology,Software,"Train electronics, software and hardware",Saanichton,Quester Tangent Corporation,QTC Software Solutions Ltd.,1
405,Quester Tangent Corporation,Technology,Software,"Train electronics, software and hardware",Saanichton,Quester Tangent Corporation,Questar Corporation,0
406,Recipe Unlimited,Consumer services,Restaurants & bars,Restaurants and food services,Vaughan,Recipe Unlimited,Cara Operations Corporation,1
406,Recipe Unlimited,Consumer services,Restaurants & bars,Restaurants and food services,Vaughan,Recipe Unlimited,Receipt Unlimited Corp.,0
407,Red Back Mining,Basic materials,Gold mining,Gold,Vancouver,Red Back Mining,Red Back Exploration,1
407,Red Back Mining,Basic materials,Gold mining,Gold,Vancouver,Red Back Mining,Red Rock Resources,0
408,Red Barrels,Technology,Software,Game developer,Chambly,Red Barrels,Les Barils Rouges,1
408,Red Barrels,Technology,Software,Game developer,Chambly,Red Barrels,Red Barrel Holdings Inc.,0
409,Regional Maple Leaf Communications,Consumer services,Publishing,Publisher,Edmonton,Regional Maple Leaf Communications,RML Group,1
409,Regional Maple Leaf Communications,Consumer services,Publishing,Publisher,Edmonton,Regional Maple Leaf Communications,Regional Communications Group,0
410,Reimer Express Lines,Industrials,Trucking,Trucking and transportation,Winnipeg,Reimer Express Lines,YRC Reimer,1
410,Reimer Express Lines,Industrials,Trucking,Trucking and transportation,Winnipeg,Reimer Express Lines,Redline Express Lines,0
411,Resolute Forest Products,Basic materials,Paper,Pulp and paper,Montreal,Resolute Forest Products,RFP Inc.,1
411,Resolute Forest Products,Basic materials,Paper,Pulp and paper,Montreal,Resolute Forest Products,Resolute Papers Ltd.,0
412,Rhino Media Group,Consumer services,Publishing,Advertising,Montreal,Rhino Media Group,RMG Publishing Inc.,1
412,Rhino Media Group,Consumer services,Publishing,Advertising,Montreal,Rhino Media Group,Rhino Group Media Corp.,0
413,Richardson International,Consumer goods,Food products,Food and agriculture,Winnipeg,Richardson International,"James Richardson & Sons, Limited",1
413,Richardson International,Consumer goods,Food products,Food and agriculture,Winnipeg,Richardson International,Richardson Foods Limited,0
414,Rockstar Toronto,Technology,Software,"Game developer, part of Rockstar Games (US)",Oakville,Rockstar Toronto,DMA Design Limited,1
414,Rockstar Toronto,Technology,Software,"Game developer, part of Rockstar Games (US)",Oakville,Rockstar Toronto,StarRock Software Ltd.,0
415,Rockstar Vancouver,Technology,Software,"Game developer, part of Rockstar Games (US), defunct 2012",Vancouver,Rockstar Vancouver,"Barking Dog Studios, Ltd.",1
415,Rockstar Vancouver,Technology,Software,"Game developer, part of Rockstar Games (US), defunct 2012",Vancouver,Rockstar Vancouver,StarRock Ventures Inc.,0
416,Rogers Communications,Telecommunications,Fixed line telecommunications,Telecom,Toronto,Rogers Communications,Rogers Cable Inc.,1
416,Rogers Communications,Telecommunications,Fixed line telecommunications,Telecom,Toronto,Rogers Communications,Rogers Communications Partnership,0
417,Rona Inc.,Consumer services,Home improvement retailers,Home improvement chain,Boucherville,Rona Inc.,Rona Hardware (Québec) Ltée.,1
417,Rona Inc.,Consumer services,Home improvement retailers,Home improvement chain,Boucherville,Rona Inc.,Ronson Inc.,0
418,Roots Canada,Consumer services,Apparel retailers,Clothing retail chain,Toronto,Roots Canada,Roots Limited,1
418,Roots Canada,Consumer services,Apparel retailers,Clothing retail chain,Toronto,Roots Canada,Roots International,0
419,Royal Bank of Canada,Financials,Banks,Bank,Toronto,Royal Bank of Canada,RBC,1
419,Royal Bank of Canada,Financials,Banks,Bank,Toronto,Royal Bank of Canada,Canadian Imperial Bank of Commerce,0
420,Royal LePage,Financials,Real estate services,Real estate firm,Toronto,Royal LePage,LePage Real Estate Investments,1
420,Royal LePage,Financials,Real estate services,Real estate firm,Toronto,Royal LePage,Royal Nickel Corporation,0
421,"Samuel, Son & Co.",Consumer services,Specialty retailers,Metal processing and distribution,Oakville,"Samuel, Son & Co.","Samuel, Son and Co., Limited",1
421,"Samuel, Son & Co.",Consumer services,Specialty retailers,Metal processing and distribution,Oakville,"Samuel, Son & Co.","Samuel, Son & Bros.",0
423,Sandvine,Technology,Telecommunications equipment,Networking equipment,Waterloo,Sandvine,Sandvine Incorporated ULC,1
423,Sandvine,Technology,Telecommunications equipment,Networking equipment,Waterloo,Sandvine,"Sandvine is a unique name that closely relates to the technology and networking equipment industry, which considerably limits variations in verifiable legal entities: No additional verified variant found",0
424,Saputo Inc.,Consumer goods,Food products,Dairy products,Montreal,Saputo Inc.,Fromages Saputo Ltée,1
424,Saputo Inc.,Consumer goods,Food products,Dairy products,Montreal,Saputo Inc.,Saputro Holdings,0
425,Saskatchewan Government Insurance,Financials,Full line insurance,"Insurance, crown corporation",Regina,Saskatchewan Government Insurance,SGI,1
425,Saskatchewan Government Insurance,Financials,Full line insurance,"Insurance, crown corporation",Regina,Saskatchewan Government Insurance,Saskatchewan Mutual Insurance Company,0
426,Saskatchewan Minerals,Basic materials,General mining,Sodium sulphate mining,Chaplin,Saskatchewan Minerals,Saskminerals Ltd.,1
426,Saskatchewan Minerals,Basic materials,General mining,Sodium sulphate mining,Chaplin,Saskatchewan Minerals,Saskatchewan Minerals Corporation,0
427,SRC,Industrials,Business support services,Research,Saskatoon,SRC,Scientific Research Consultants Ltd.,1
427,SRC,Industrials,Business support services,Research,Saskatoon,SRC,SRC Environmental Group Ltd.,0
428,SaskPower,Utilities,Conventional electricity,Electricity,Regina,SaskPower,Saskatchewan Electric Power Commission,1
428,SaskPower,Utilities,Conventional electricity,Electricity,Regina,SaskPower,SaskTel,0
430,Save-On-Foods,Consumer services,Food retailers & wholesalers,Supermarket chain,Langley,Save-On-Foods,OFG Inc.,1
430,Save-On-Foods,Consumer services,Food retailers & wholesalers,Supermarket chain,Langley,Save-On-Foods,Safe-On-Foods,0
431,Scotiabank,Financials,Banks,Bank of Nova Scotia,Toronto,Scotiabank,BNS,1
431,Scotiabank,Financials,Banks,Bank of Nova Scotia,Toronto,Scotiabank,Scotiatrust,0
432,Sears Canada,Consumer services,Broadline retailer,"Retail Chain, defunct January 14, 2018",Toronto,Sears Canada,Sears Retail Holdings Corp.,1
432,Sears Canada,Consumer services,Broadline retailer,"Retail Chain, defunct January 14, 2018",Toronto,Sears Canada,Searce Canada Inc.,0
433,Second Cup,Consumer services,Restaurants & bars,Coffee chain,Mississauga,Second Cup,SeCo Technologies Ltd.,1
433,Second Cup,Consumer services,Restaurants & bars,Coffee chain,Mississauga,Second Cup,Second Cupcake Cafe Ltd.,0
434,Sepro Mineral Systems,Indiustrial,Diversified industrials,Mining equipment and processes,Langley,Sepro Mineral Systems,Sepro Process Solutions Inc.,1
434,Sepro Mineral Systems,Indiustrial,Diversified industrials,Mining equipment and processes,Langley,Sepro Mineral Systems,Sepro Systems Inc,0
435,Servus Credit Union,Financials,Banks,Credit union,Edmonton,Servus Credit Union,CU Servus Financial,1
435,Servus Credit Union,Financials,Banks,Credit union,Edmonton,Servus Credit Union,Verus Credit Union,0
436,Shaftebury Brewing Company,Consumer goods,Brewers,Brewery,Vancouver,Shaftebury Brewing Company,SBC Brewery Incorporated,1
436,Shaftebury Brewing Company,Consumer goods,Brewers,Brewery,Vancouver,Shaftebury Brewing Company,Steamworks Brewing Co.,0
437,Shaw Communications,Telecommunications,Fixed line telecommunications,Telecom and ISP,Calgary,Shaw Communications,Shaw FibreLink Ltd.,1
437,Shaw Communications,Telecommunications,Fixed line telecommunications,Telecom and ISP,Calgary,Shaw Communications,Telus Communications Company,0
438,Shell Canada,Oil & gas,Exploration & production,"Petrochemicals, part of Royal Dutch Shell (Netherlands)",Montreal,Shell Canada,Shell Canada Limited/Shell du Canada Limitée,1
438,Shell Canada,Oil & gas,Exploration & production,"Petrochemicals, part of Royal Dutch Shell (Netherlands)",Montreal,Shell Canada,Shell Oil Company,0
439,Shopify,Technology,Software,eCommerce software,Ottawa,Shopify,Jaded Pixel Technologies Inc.,1
439,Shopify,Technology,Software,eCommerce software,Ottawa,Shopify,Shopia Corp.,0
440,Shoppers Drug Mart,Consumer services,Drug retailers,Drug store chain,Toronto,Shoppers Drug Mart,S.D.M. Inc.,1
440,Shoppers Drug Mart,Consumer services,Drug retailers,Drug store chain,Toronto,Shoppers Drug Mart,Shoppers Home Health Care,0
441,Shore Tilbe Irwin + Partners,Industrials,Business support services,Architecture firm,Toronto,Shore Tilbe Irwin + Partners,S.T.I. Partners Inc.,1
441,Shore Tilbe Irwin + Partners,Industrials,Business support services,Architecture firm,Toronto,Shore Tilbe Irwin + Partners,Shore Reinblatt + Irwin Architects,0
442,Siemens Transportation Group,Industrials,Trucking,Trucking and transport,Saskatoon,Siemens Transportation Group,STG Group Inc.,1
442,Siemens Transportation Group,Industrials,Trucking,Trucking and transport,Saskatoon,Siemens Transportation Group,Siemens Energy & Automation Inc.,0
444,Sifto Canada,Basic materials,General mining,Salt,Mississauga,Sifto Canada,Sifto Division of Compass Minerals North America,1
444,Sifto Canada,Basic materials,General mining,Salt,Mississauga,Sifto Canada,Shifted Canada Resources,0
445,SiriusXM Canada,Consumer services,Broadcasting & entertainment,"Satellite radio, part of Sirius XM Holdings (US)",Toronto,SiriusXM Canada,Canadian Satellite Radio Holdings Inc.,1
445,SiriusXM Canada,Consumer services,Broadcasting & entertainment,"Satellite radio, part of Sirius XM Holdings (US)",Toronto,SiriusXM Canada,Sirius Satellite Radio Inc.,0
446,sisu production,Consumer services,Broadcasting & entertainment,Media and film production,Toronto,sisu production,SP Entertainment Ltd.,1
446,sisu production,Consumer services,Broadcasting & entertainment,Media and film production,Toronto,sisu production,Siso Productions Inc.,0
447,Sleeman Breweries,Consumer goods,Brewers,Brewery,Guelph,Sleeman Breweries,Sleeman Brewing & Malting Co.,1
447,Sleeman Breweries,Consumer goods,Brewers,Brewery,Guelph,Sleeman Breweries,Seagram's Beverages,0
448,Sleep Country Canada,Consumer goods,Durable household products,Mattresses,Toronto,Sleep Country Canada,SCC Inc.,1
448,Sleep Country Canada,Consumer goods,Durable household products,Mattresses,Toronto,Sleep Country Canada,Sleep Innovations Canada Inc.,0
449,Smart Technologies,Consumer goods,Consumer electronics,Interactive displays and whiteboards,Calgary,Smart Technologies,Smart Technologies (Canada) Inc.,1
449,Smart Technologies,Consumer goods,Consumer electronics,Interactive displays and whiteboards,Calgary,Smart Technologies,Smarty Technologies Inc.,0
450,SNC-Lavalin,Industrials,Diversified industrials,"Engineering, construction",Montreal,SNC-Lavalin,The SNC Group,1
450,SNC-Lavalin,Industrials,Diversified industrials,"Engineering, construction",Montreal,SNC-Lavalin,SLV Canada Ltd.,0
452,Soquelec,Industrials,Electronic equipment,"Scientific equipment, supplies and service",Montreal,Soquelec,Soquelec Incorporée,1
452,Soquelec,Industrials,Electronic equipment,"Scientific equipment, supplies and service",Montreal,Soquelec,Solotech,0
453,Splashdot,Technology,Internet,Online loyalty programs and interactive promotions,Vancouver,Splashdot,Splashdot Online Services Inc.,1
453,Splashdot,Technology,Internet,Online loyalty programs and interactive promotions,Vancouver,Splashdot,SplashData Inc.,0
455,Stanfield's,Consumer goods,Clothing & accessories,Garment manufacturer,Truro,Stanfield's,"J. Stanfield & Co., Limited",1
455,Stanfield's,Consumer goods,Clothing & accessories,Garment manufacturer,Truro,Stanfield's,Stanfield Capital,0
457,Sun Life Financial,Financials,Life insurance,Life and other financial services,Toronto,Sun Life Financial,SLF Inc.,1
457,Sun Life Financial,Financials,Life insurance,Life and other financial services,Toronto,Sun Life Financial,SunAmerica Financial Group,0
458,Suncor Energy,Oil & gas,Integrated oil & gas,Energy,Calgary,Suncor Energy,Petro-Canada,1
458,Suncor Energy,Oil & gas,Integrated oil & gas,Energy,Calgary,Suncor Energy,Sunoco Energy Ltd,0
459,Sun-Rype,Consumer goods,Food products,Fruit-based food and beverage,Kelowna,Sun-Rype,SRP Group Holdings Inc.,1
459,Sun-Rype,Consumer goods,Food products,Fruit-based food and beverage,Kelowna,Sun-Rype,Sunripe Produce,0
460,Sunward Aerospace Group,Consumer goods,Recreational products,Model rockets and hobbies,Toronto,Sunward Aerospace Group,SA Group Limited,1
460,Sunward Aerospace Group,Consumer goods,Recreational products,Model rockets and hobbies,Toronto,Sunward Aerospace Group,SunPower Corporation,0
461,Swiss Chalet,Consumer services,Restaurants & bars,"Restaurant chain, part of Cara Operations",Toronto,Swiss Chalet,SC Hospitality Group Ltd.,1
461,Swiss Chalet,Consumer services,Restaurants & bars,"Restaurant chain, part of Cara Operations",Toronto,Swiss Chalet,Swiss Cleaners Inc.,0
462,SydneyPLUS International,Technology,Software,Library management software,Richmond,SydneyPLUS International,"Inmagic, Inc.",1
462,SydneyPLUS International,Technology,Software,Library management software,Richmond,SydneyPLUS International,SummitPLUS International,0
463,Syncrude,Oil & gas,Exploration & production,Oil production,Fort McMurray,Syncrude,SCL Operations,1
463,Syncrude,Oil & gas,Exploration & production,Oil production,Fort McMurray,Syncrude,Syncor International,0
464,Synex International,Utilities,Conventional electricity,Power generation,Vancouver,Synex International,Synex Energy Ltd.,1
464,Synex International,Utilities,Conventional electricity,Power generation,Vancouver,Synex International,Synergy International Consulting,0
465,T & T Supermarket,Consumer services,Food retailers & wholesalers,"Supermarket chain, part of Loblaw Companies",Richmond,T & T Supermarket,T and T Supermarket Ltd.,1
465,T & T Supermarket,Consumer services,Food retailers & wholesalers,"Supermarket chain, part of Loblaw Companies",Richmond,T & T Supermarket,SuperValu,0
466,Tahera,Basic materials,General mining,Diamond mining company,Toronto,Tahera,TDC Diamond Mining Ltd.,1
466,Tahera,Basic materials,General mining,Diamond mining company,Toronto,Tahera,Tesco Corporation,0
469,Tamarack Developments Corporation,Consumer goods,Home construction,Residential projects,Ottawa,Tamarack Developments Corporation,Tamarack Homes Inc.,1
469,Tamarack Developments Corporation,Consumer goods,Home construction,Residential projects,Ottawa,Tamarack Developments Corporation,Tamarack Lumber Inc.,0
470,Taseko Mines,Basic materials,General mining,Copper mining,Vancouver,Taseko Mines,Taseko Copper Company,1
470,Taseko Mines,Basic materials,General mining,Copper mining,Vancouver,Taseko Mines,Talon Metals Corp,0
471,TC Energy,Oil & gas,Pipelines,Pipelines and infrastructure,Calgary,TC Energy,TransCanada Corporation,1
471,TC Energy,Oil & gas,Pipelines,Pipelines and infrastructure,Calgary,TC Energy,Enbridge Inc.,0
472,Teck Resources,Basic materials,General mining,Metals and mining,Vancouver,Teck Resources,Cominco Ltd.,1
472,Teck Resources,Basic materials,General mining,Metals and mining,Vancouver,Teck Resources,Tech Resources Ltd.,0
473,Teledyne DALSA,Industrials,Electronic equipment,Electronic imaging components,Waterloo,Teledyne DALSA,DALSA Corporation,1
473,Teledyne DALSA,Industrials,Electronic equipment,Electronic imaging components,Waterloo,Teledyne DALSA,Teledyne Technologies Incorporated,0
474,Telesat,Telecommunications,Fixed line telecommunications,Satellite telecom,Ottawa,Telesat,Telesat Satellite Services,1
474,Telesat,Telecommunications,Fixed line telecommunications,Satellite telecom,Ottawa,Telesat,Telestat,0
475,Telus,Telecommunications,Fixed line telecommunications,Telecom,Vancouver,Telus,BCT.TO,1
475,Telus,Telecommunications,Fixed line telecommunications,Telecom,Vancouver,Telus,Tellus Corporation,0
476,Tembec,Basic materials,Paper,Paper products,Montreal,Tembec,TMB Stock Holdings,1
476,Tembec,Basic materials,Paper,Paper products,Montreal,Tembec,Tembet Company Ltd,0
477,The Bargain! Shop,Consumer services,Broadline retailers,Discount chain,Mississauga,The Bargain! Shop,AppleCloud Corporation,1
477,The Bargain! Shop,Consumer services,Broadline retailers,Discount chain,Mississauga,The Bargain! Shop,The Bargin Shoppe,0
478,The Brick,Consumer services,Specialty retailers,Furnishing retailer,Edmonton,The Brick,Brick Ltd.,1
478,The Brick,Consumer services,Specialty retailers,Furnishing retailer,Edmonton,The Brick,The Little Brick House Inc.,0
479,The Embassy Visual Effects,Consumer services,Broadcasting & entertainment,Movie special effects,Vancouver,The Embassy Visual Effects,EVE Productions Inc.,1
479,The Embassy Visual Effects,Consumer services,Broadcasting & entertainment,Movie special effects,Vancouver,The Embassy Visual Effects,Embassy Coffee Co.,0
480,The Globe and Mail,Consumer services,Publishing,Daily newspaper,Toronto,The Globe and Mail,G&M Publishing Co. Ltd.,1
480,The Globe and Mail,Consumer services,Publishing,Daily newspaper,Toronto,The Globe and Mail,The Globe Theatre,0
482,The Source,Consumer services,Specialty retailers,Consumer electronics retail chain,Barrie,The Source,Circuit City Stores Inc. (Canada),1
482,The Source,Consumer services,Specialty retailers,Consumer electronics retail chain,Barrie,The Source,The Source Direct Inc.,0
483,Timothy's World Coffee,Consumer services,Restaurants & bars,Coffee chain,Toronto,Timothy's World Coffee,TWC Acquisition Inc.,1
483,Timothy's World Coffee,Consumer services,Restaurants & bars,Coffee chain,Toronto,Timothy's World Coffee,Tim Hortons Inc.,0
484,TM4,Utilities,Alternative electricity,"Electrodynamic systems, part of Hydro-Québec",Boucherville,TM4,Hydro-Québec TM4 Inc.,1
484,TM4,Utilities,Alternative electricity,"Electrodynamic systems, part of Hydro-Québec",Boucherville,TM4,TM4 Systems Corporation,0
485,TMX Group,Financials,Investment services,Financial services,Toronto,TMX Group,CDS Clearing and Depository Services Inc.,1
485,TMX Group,Financials,Investment services,Financial services,Toronto,TMX Group,Mannix Group Inc.,0
487,Toronto Stock Exchange,Financials,Investment services,Stock exchange,Toronto,Toronto Stock Exchange,TMX Group Limited,1
487,Toronto Stock Exchange,Financials,Investment services,Stock exchange,Toronto,Toronto Stock Exchange,Toronto Securities Exchange Inc.,0
488,Toronto-Dominion Bank,Financials,Banks,Bank,Toronto,Toronto-Dominion Bank,TD Canada Trust,1
488,Toronto-Dominion Bank,Financials,Banks,Bank,Toronto,Toronto-Dominion Bank,Toronto Trust Bank,0
489,Torstar,Consumer services,Publishing,Publishing and media,Toronto,Torstar,Harlequin Enterprises Limited,1
489,Torstar,Consumer services,Publishing,Publishing and media,Toronto,Torstar,Torstar Exchange Inc.,0
490,TransAlta,Utilities,Conventional electricity,Power generator,Calgary,TransAlta,Calgary Power Ltd.,1
490,TransAlta,Utilities,Conventional electricity,Power generator,Calgary,TransAlta,TransCanada Corporation,0
491,TransGas,Oil & gas,Pipelines,"Pipelines, part of SaskEnergy",Regina,TransGas,Saskatchewan Gas Transmission Corporation,1
491,TransGas,Oil & gas,Pipelines,"Pipelines, part of SaskEnergy",Regina,TransGas,TransAlta Corporation,0
492,Transwest Air,Consumer services,Airlines,Charter airline,Prince Albert,Transwest Air,TW Air,1
492,Transwest Air,Consumer services,Airlines,Charter airline,Prince Albert,Transwest Air,Northwest Air,0
493,Treehouse TV,Consumer services,Broadcasting & entertainment,"Television channel, part of Corus Entertainment and YTV",Toronto,Treehouse TV,YTV Kids TV,1
493,Treehouse TV,Consumer services,Broadcasting & entertainment,"Television channel, part of Corus Entertainment and YTV",Toronto,Treehouse TV,Treehouse Nature Center,0
494,Tridel,Industrials,Heavy construction,Construction,Toronto,Tridel,Tridel Corporation,1
494,Tridel,Industrials,Heavy construction,Construction,Toronto,Tridel,Tidel Engineering Ltd.,0
495,Triple Five Group,Financials,Real estate holding & development,Malls and development,Edmonton,Triple Five Group,T5 Group Inc.,1
495,Triple Five Group,Financials,Real estate holding & development,Malls and development,Edmonton,Triple Five Group,Triple Three Group Ltd.,0
496,Ubisoft Montreal,Technology,Software,"Video games, part of Ubisoft (France)",Montreal,Ubisoft Montreal,Ubi Soft Divertissements Inc.,1
496,Ubisoft Montreal,Technology,Software,"Video games, part of Ubisoft (France)",Montreal,Ubisoft Montreal,Ubisoft Motion Pictures,0
497,Ubisoft Toronto,Technology,Software,"Video games, part of Ubisoft (France)",Toronto,Ubisoft Toronto,CTVSP Diez Inc.,1
497,Ubisoft Toronto,Technology,Software,"Video games, part of Ubisoft (France)",Toronto,Ubisoft Toronto,Ubisoft Montréal,0
498,Ultramar,Oil & gas,Integrated oil & gas,Marketers and refiners of petroleum,Montreal,Ultramar,La-Co-Op Gas Bar (operating as Ultramar),1
498,Ultramar,Oil & gas,Integrated oil & gas,Marketers and refiners of petroleum,Montreal,Ultramar,Ultranet Communications Inc.,0
499,Umbra,Consumer goods,Specialty retailers,Home accessories design and manufacturing company,Toronto,Umbra,Umbra Canada Co.,1
499,Umbra,Consumer goods,Specialty retailers,Home accessories design and manufacturing company,Toronto,Umbra,Umbria Inc.,0
501,Vachon Bakery,Consumer goods,Food products,"Pastries, part of Grupo Bimbo (Mexico)","Sainte-Marie, Quebec",Vachon Bakery,Les Aliments Vachon Limitée,1
501,Vachon Bakery,Consumer goods,Food products,"Pastries, part of Grupo Bimbo (Mexico)","Sainte-Marie, Quebec",Vachon Bakery,Vachon Patisserie,0
502,Vancity,Financials,Banks,"Vancouver City Savings Credit Union, banking",Vancouver,Vancity,Vancouver Credit Union,1
502,Vancity,Financials,Banks,"Vancouver City Savings Credit Union, banking",Vancouver,Vancity,Vancity Community Investment Bank,0
503,Vancity Community Investment Bank,Financials,Banks,"Banking, part of Vancity",Vancouver,Vancity Community Investment Bank,Citizens Bank of Canada,1
503,Vancity Community Investment Bank,Financials,Banks,"Banking, part of Vancity",Vancouver,Vancity Community Investment Bank,Vancity Credit Union,0
504,Via Rail,Consumer services,Travel & tourism,Government-owned passenger train service,Montreal,Via Rail,CN Passenger Rail Division,1
504,Via Rail,Consumer services,Travel & tourism,Government-owned passenger train service,Montreal,Via Rail,Vivara Inc,0
505,Vidéotron,Telecommunications,Fixed line telecommunications,Telecommunications,Montreal,Vidéotron,Vidéotron Telecommunications,1
505,Vidéotron,Telecommunications,Fixed line telecommunications,Telecommunications,Montreal,Vidéotron,Vidotec,0
506,Virtual Brokers,Financials,Investment services,Online brokerage,Toronto,Virtual Brokers,BBS Securities Inc.,1
506,Virtual Brokers,Financials,Investment services,Online brokerage,Toronto,Virtual Brokers,Virtual Markets,0
507,Vista Broadcast Group,Consumer services,Broadcasting & entertainment,Radio broadcast,Courtenay,Vista Broadcast Group,Vista Communications Group Inc.,1
507,Vista Broadcast Group,Consumer services,Broadcasting & entertainment,Radio broadcast,Courtenay,Vista Broadcast Group,Vista Media Group,0
508,Vortex Aquatic Structures International,Industrials,Construction & Materials,Commercial recreational construction,Montreal,Vortex Aquatic Structures International,Vortex Commercial Pools Inc.,1
508,Vortex Aquatic Structures International,Industrials,Construction & Materials,Commercial recreational construction,Montreal,Vortex Aquatic Structures International,Vortex Structures LLC,0
509,Wardrop Engineering Inc.,Industrials,Business support services,"Engineering consulting, defunct 2009",Toronto,Wardrop Engineering Inc.,Wardrop & Associates Engineering,1
509,Wardrop Engineering Inc.,Industrials,Business support services,"Engineering consulting, defunct 2009",Toronto,Wardrop Engineering Inc.,Trow Engineering Consultants Inc.,0
510,Waterloo Maple Inc.,Technology,Software,Mathematical software,Waterloo,Waterloo Maple Inc.,Maplesoft Research Centre,1
